grid,velocity,T,density,Y_C2H4,Y_O2,Y_CO2,Y_CO,Y_H2O,Y_H2,Y_N2
0.014062499999999999,4.1507675314523285,1353.2131221983109,0.24026040227634324,0.011162025284992655,0.11741558879140714,0.053621079872692705,0.051209586773205897,0.036990848508342285,0.004934380032913798,0.7246664907364454
0.014066406249999998,4.251307730760682,1385.699886865405,0.2345784253845054,0.009062638360073632,0.11347375932774383,0.05634488864404957,0.053244375857641274,0.037990132838054434,0.004946916203993777,0.7249372887684435
0.014070312499999998,4.347714098688774,1416.9901487141658,0.22937687463425416,0.007104729138875535,0.10969897523926758,0.05907135661301007,0.0550146588201639,0.03897184696731928,0.0049524720596197825,0.7251859611617438
0.014074218749999999,4.43908804775143,1446.8315443196336,0.22465539356848457,0.005337536489103144,0.1061400530709847,0.06178923098140078,0.05644456988628717,0.03993499907296012,0.004949602028093447,0.7254040084711706
0.014076171874999998,4.48258788423494,1461.1245678330017,0.2224753048325307,0.0045379830846603705,0.10444937383449855,0.0631476267540702,0.05700976670555339,0.04041162150564933,0.00494453426045551,0.7254990938551126
0.014078124999999999,4.524550721564424,1474.9777777765419,0.22041195483956502,0.003802524200233253,0.1028286022547024,0.06449993459232875,0.05746527847862534,0.040883235182276344,0.004936943915019595,0.7255834813768143
0.014080078125,4.56492173422369,1488.3758691356406,0.21846269491779227,0.003134636073091209,0.10128100952399322,0.0658450296040455,0.05780625907120722,0.0413497974026663,0.004926763285170686,0.7256565050398259
0.014082031249999998,4.603665999608174,1501.3094832669171,0.216624113534521,0.0025366952857771552,0.0998087819106288,0.06718188630607508,0.05802970291958522,0.04181128641185998,0.004913964435088969,0.7257176827309848
0.014083984374999999,4.640772068049498,1513.775378514487,0.21489206661617305,0.0020098565454439972,0.09841291215279978,0.06850958404464384,0.05813464169747344,0.04226770444768536,0.004898563451608651,0.7257667376603449
0.0140859375,4.676251668885194,1525.7771225757294,0.2132616321396226,0.0015539550155798266,0.09709311872677023,0.06982731111788058,0.058122296729018995,0.04271907541914391,0.004880622125418941,0.7258036208661874
0.014087890624999998,4.710141933318175,1537.3248899327382,0.21172718549867173,0.0011674614870441332,0.09584781133390025,0.07113436540992571,0.05799614545812519,0.04316544710219322,0.004860249337054482,0.725828519871757
0.014089843749999999,4.742503636567199,1548.4357435033287,0.2102824028969625,0.0008474663626033708,0.09467408773168802,0.07243015361846253,0.05776193722637252,0.04360688787203537,0.00483759984497609,0.7258418673438621
